timestamp,categorie,code_postal,premiere_visite,comment_avez_vous_entendu_parler_de_nous
2020/11/10 2:24:34 PM EST,Parents avec jeunes enfants,G0s2e0,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/10 2:36:40 PM EST,Grands-parents,G2g1m2,Non,Radio
2020/11/11 10:31:51 AM EST,Parents avec jeunes enfants,G2a1l7,Oui,"Famille, amis, collègues (etc.)"
2020/11/11 11:01:35 AM EST,Parents avec jeunes enfants,G6k1e8,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/11 11:04:52 AM EST,Grands-parents,G6w0n9,Non,"Famille, amis, collègues (etc.)"
2020/11/11 11:19:36 AM EST,Parents avec jeunes enfants,G7a4m6,Non,"Famille, amis, collègues (etc.)"
2020/11/11 11:26:53 AM EST,Grands-parents,G0r1c0,Non,"Famille, amis, collègues (etc.)"
2020/11/11 11:42:51 AM EST,Parents avec jeunes enfants,G0a1h0,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/11 11:47:58 AM EST,Parents avec jeunes enfants,G7a3g4,Non,"Famille, amis, collègues (etc.)"
2020/11/11 12:00:35 PM EST,Grands-parents,G1c7x2,Non,Radio
2020/11/11 12:30:54 PM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G2k0j2,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/11 12:37:13 PM EST,Parents avec jeunes enfants,G0a3k0,Non,"Famille, amis, collègues (etc.)"
2020/11/11 1:05:07 PM EST,Parents avec jeunes enfants,G6v7m8,Oui,"Famille, amis, collègues (etc.)"
2020/11/11 1:23:36 PM EST,Grands-parents,G3a1w8,Non,"Famille, amis, collègues (etc.)"
2020/11/11 1:56:19 PM EST,Grands-parents,G1y3p3,Non,En passant 
2020/11/11 1:59:45 PM EST,Grands-parents,G2g1z9,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/11 2:27:06 PM EST,Parents avec jeunes enfants,G1e5w1,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/11 2:59:09 PM EST,Parents avec jeunes enfants,G1c6t9,Non,"Famille, amis, collègues (etc.)"
2020/11/11 3:10:57 PM EST,Parents avec jeunes enfants,G2b4r2,Non,"Famille, amis, collègues (etc.)"
2020/11/11 3:16:51 PM EST,Grands-parents,G2b4r2,Non,"Famille, amis, collègues (etc.)"
2020/11/11 3:19:21 PM EST,Grands-parents,G6e1w1,Oui,"Famille, amis, collègues (etc.)"
2020/11/11 4:00:43 PM EST,Grands-parents,G1b3w9,Non,Un autre organisme 
2020/11/12 10:28:25 AM EST,Grands-parents,G1b3w9,Non,Un autre organisme 
2020/11/12 10:29:06 AM EST,Grands-parents,G2a319,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/12 10:48:46 AM EST,Parents avec jeunes enfants,G1y1a2,Non,"Famille, amis, collègues (etc.)"
2020/11/12 10:53:41 AM EST,Grands-parents,G1x5a1,Oui,"Famille, amis, collègues (etc.)"
2020/11/12 10:56:45 AM EST,Grands-parents,G0s2e0,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/12 10:59:07 AM EST,Parents avec jeunes enfants,G6z7g9,Non,Radio
2020/11/12 10:59:43 AM EST,Parents avec jeunes enfants,G2K1G3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/12 11:31:55 AM EST,Parents avec jeunes enfants,G3e1y6,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/12 11:57:04 AM EST,Parents avec jeunes enfants,G1m2n4,Non,"Famille, amis, collègues (etc.)"
2020/11/12 12:19:07 PM EST,Parents avec jeunes enfants,G0s2e0,Non,Radio
2020/11/12 12:49:41 PM EST,Parents avec jeunes enfants,G1m2n1,Non,"Famille, amis, collègues (etc.)"
2020/11/12 12:55:51 PM EST,Parents avec jeunes enfants,G0S 2P0,Non,"Famille, amis, collègues (etc.)"
2020/11/12 1:48:38 PM EST,Grands-parents,G2l1b3,Non,"Famille, amis, collègues (etc.)"
2020/11/12 2:16:38 PM EST,Grands-parents,G2b0r3,Non,"Famille, amis, collègues (etc.)"
2020/11/12 3:17:36 PM EST,Parents avec jeunes enfants,G1w2t3,Non,"Famille, amis, collègues (etc.)"
2020/11/12 3:21:35 PM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G1k0e5,Non,"Famille, amis, collègues (etc.)"
2020/11/12 3:31:01 PM EST,Grands-parents,G1t1h1,Non,"Famille, amis, collègues (etc.)"
2020/11/12 3:36:02 PM EST,Grands-parents,G1t1g5,Non,"Famille, amis, collègues (etc.)"
2020/11/13 10:39:29 AM EST,Grands-parents,G1t1g5,Non,"Famille, amis, collègues (etc.)"
2020/11/13 10:39:56 AM EST,Parents,G1c 5n6,Non,Ne sait pas
2020/11/13 10:52:31 AM EST,Parents avec jeunes enfants,G1m1x6,Non,"Famille, amis, collègues (etc.)"
2020/11/13 10:55:53 AM EST,Grands-parents,G1b3l5,Non,"Famille, amis, collègues (etc.)"
2020/11/13 11:02:09 AM EST,Parents avec jeunes enfants,G1x4x1,Non,"Famille, amis, collègues (etc.)"
2020/11/13 11:13:11 AM EST,Grands-parents,G1g4s2,Oui,Radio
2020/11/13 11:19:08 AM EST,Parents avec jeunes enfants,G1y1l2,Non,Radio
2020/11/13 11:26:48 AM EST,Parents avec jeunes enfants,G1g5a9,Non,"Famille, amis, collègues (etc.)"
2020/11/13 11:33:21 AM EST,Parents avec jeunes enfants,G6e1a5,Non,Radio
2020/11/13 11:47:47 AM EST,Parents avec jeunes enfants,G0s1w0,Non,"Famille, amis, collègues (etc.)"
2020/11/13 11:52:12 AM EST,Parents avec jeunes enfants,G7a1m3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/13 11:55:25 AM EST,Parents avec jeunes enfants,G1x3b5,Non,En passant 
2020/11/13 12:05:52 PM EST,Parents avec jeunes enfants,G6z7a5,Non,"Famille, amis, collègues (etc.)"
2020/11/13 12:10:59 PM EST,Grands-parents,G6k1m9,Non,TV
2020/11/13 12:35:24 PM EST,Parents avec jeunes enfants,G0a1a0,Oui,Google 
2020/11/13 12:48:45 PM EST,Parents avec jeunes enfants,G3a1x1,Non,"Famille, amis, collègues (etc.)"
2020/11/13 1:50:59 PM EST,Parents avec jeunes enfants,G1v1m3,Oui,"Famille, amis, collègues (etc.)"
2020/11/13 1:58:22 PM EST,Parents avec jeunes enfants,G2e2r5,Non,Radio
2020/11/13 2:10:05 PM EST,Parents avec jeunes enfants,G3k1m2,Non,"Famille, amis, collègues (etc.)"
2020/11/13 2:19:22 PM EST,Parents avec jeunes enfants,G2e3h5,Non,"Famille, amis, collègues (etc.)"
2020/11/13 2:31:12 PM EST,Parents avec jeunes enfants,G2c2a2,Oui,"Famille, amis, collègues (etc.)"
2020/11/13 2:33:29 PM EST,Parents avec jeunes enfants,G1p4j2,Oui,Radio
2020/11/13 2:40:26 PM EST,Parents,G7a3e5,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/13 2:42:43 PM EST,Parents,G1s2a4,Non,"Famille, amis, collègues (etc.)"
2020/11/13 3:17:58 PM EST,Grands-parents,G2g1a6,Non,Google 
2020/11/13 3:24:39 PM EST,Parents avec jeunes enfants,G2e3g2,Non,"Famille, amis, collègues (etc.)"
2020/11/13 3:31:42 PM EST,Grands-parents,G1s1k5,Non,"Famille, amis, collègues (etc.)"
2020/11/13 3:34:27 PM EST,Parents avec jeunes enfants,G2b3 c1,Non,Radio
2020/11/13 3:47:03 PM EST,Grands-parents,G1v3l2,Non,"Famille, amis, collègues (etc.)"
2020/11/13 4:03:18 PM EST,Collectionneur ,G1x2g2,Non,"Famille, amis, collègues (etc.)"
2020/11/13 4:06:03 PM EST,Parents avec jeunes enfants,G6x3b2,Non,TV
2020/11/14 10:35:37 AM EST,Grands-parents,G2b0r3,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:02 AM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G6v 3v4,Non,TV
2020/11/14 10:36:04 AM EST,Parents avec jeunes enfants,G6x3b2,Non,TV
2020/11/14 10:36:08 AM EST,Collectionneur ,G1x2g2,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:08 AM EST,Grands-parents,G1v3l2,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:09 AM EST,Parents avec jeunes enfants,G2b3 c1,Non,Radio
2020/11/14 10:36:09 AM EST,Grands-parents,G1s1k5,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:10 AM EST,Parents avec jeunes enfants,G2e3g2,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:10 AM EST,Grands-parents,G2g1a6,Non,Google 
2020/11/14 10:36:11 AM EST,Parents,G1s2a4,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:11 AM EST,Parents,G7a3e5,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/14 10:36:12 AM EST,Parents avec jeunes enfants,G1p4j2,Oui,Radio
2020/11/14 10:36:13 AM EST,Parents avec jeunes enfants,G2c2a2,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:16 AM EST,Parents avec jeunes enfants,G2e3h5,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:16 AM EST,Parents avec jeunes enfants,G3k1m2,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:17 AM EST,Parents avec jeunes enfants,G2e2r5,Non,Radio
2020/11/14 10:36:17 AM EST,Parents avec jeunes enfants,G1v1m3,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:18 AM EST,Parents avec jeunes enfants,G3a1x1,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:18 AM EST,Parents avec jeunes enfants,G0a1a0,Oui,Google 
2020/11/14 10:36:24 AM EST,Parents avec jeunes enfants,G1x4x1,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:25 AM EST,Parents avec jeunes enfants,G1m1x6,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:29 AM EST,Parents avec jeunes enfants,G0s2e0,Non,Radio
2020/11/14 10:36:30 AM EST,Parents avec jeunes enfants,G1m2n4,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:31 AM EST,Parents avec jeunes enfants,G3e1y6,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 10:36:31 AM EST,Grands-parents,G0s2e0,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 10:36:32 AM EST,Grands-parents,G1x5a1,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:33 AM EST,Parents avec jeunes enfants,G1y1a2,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:33 AM EST,Grands-parents,G2a319,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 10:36:34 AM EST,Grands-parents,G1b3w9,Non,Un autre organisme 
2020/11/14 10:36:35 AM EST,Grands-parents,G6e1w1,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:35 AM EST,Grands-parents,G2b4r2,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:36 AM EST,Parents avec jeunes enfants,G2b4r2,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:36 AM EST,Parents avec jeunes enfants,G1c6t9,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:37 AM EST,Parents avec jeunes enfants,G1e5w1,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/14 10:36:38 AM EST,Grands-parents,G2g1z9,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/14 10:36:39 AM EST,Grands-parents,G1y3p3,Non,En passant 
2020/11/14 10:36:39 AM EST,Grands-parents,G3a1w8,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:40 AM EST,Parents avec jeunes enfants,G6v7m8,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:41 AM EST,Parents avec jeunes enfants,G0a3k0,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:41 AM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G2k0j2,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 10:36:42 AM EST,Grands-parents,G1c7x2,Non,Radio
2020/11/14 10:36:43 AM EST,Parents avec jeunes enfants,G7a3g4,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:46 AM EST,Parents avec jeunes enfants,G0a1h0,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 10:36:47 AM EST,Grands-parents,G0r1c0,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:47 AM EST,Parents avec jeunes enfants,G7a4m6,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:48 AM EST,Grands-parents,G6w0n9,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:48 AM EST,Parents avec jeunes enfants,G6k1e8,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/14 10:36:48 AM EST,Parents avec jeunes enfants,G2a1l7,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:49 AM EST,Parents avec jeunes enfants,G0s2e0,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 10:36:49 AM EST,Parents avec jeunes enfants,G2e6l9,Non,Google 
2020/11/14 10:36:51 AM EST,Parents avec jeunes enfants,G1p2p5,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 10:36:51 AM EST,Grands-parents,G1y1y7,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:51 AM EST,Parents avec jeunes enfants,G1l4e4,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:53 AM EST,Parents avec jeunes enfants,G1y1s4,Non,Radio
2020/11/14 10:36:54 AM EST,Parents avec jeunes enfants,G6v5k5,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:55 AM EST,Parents avec jeunes enfants,G7a2e7,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:56 AM EST,Grands-parents,G1x2w8,Non,"Famille, amis, collègues (etc.)"
2020/11/14 10:36:57 AM EST,Parents avec jeunes enfants,G1y2t1,Non,"Famille, amis, collègues (etc.)"
2020/11/14 11:15:46 AM EST,Grands-parents,G0r 3j0,Oui,"Famille, amis, collègues (etc.)"
2020/11/14 11:16:11 AM EST,Parents avec jeunes enfants,G2K1G3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/14 11:16:12 AM EST,Parents avec jeunes enfants,G6z7g9,Non,Radio
2020/11/14 11:16:13 AM EST,Parents avec jeunes enfants,G0S 2P0,Non,"Famille, amis, collègues (etc.)"
2020/11/17 10:24:20 AM EST,Parents avec jeunes enfants,G2a2x5,Non,"Famille, amis, collègues (etc.)"
2020/11/17 10:41:20 AM EST,Grands-parents,G3a0m3,Non,"Famille, amis, collègues (etc.)"
2020/11/17 10:44:22 AM EST,Grands-parents,G1p4e8,Non,"Famille, amis, collègues (etc.)"
2020/11/17 11:00:29 AM EST,Parents avec jeunes enfants,G1m2m9,Non,"Famille, amis, collègues (etc.)"
2020/11/17 11:01:49 AM EST,Grands-parents,G0r1e0,Non,"Famille, amis, collègues (etc.)"
2020/11/17 11:17:31 AM EST,Grands-parents,G6w3h3,Oui,Journaux 
2020/11/17 11:39:22 AM EST,Grands-parents,G3a2b2,Non,"Famille, amis, collègues (etc.)"
2020/11/17 11:59:26 AM EST,Parents avec jeunes enfants,G6v1t5,Non,"Famille, amis, collègues (etc.)"
2020/11/17 1:00:28 PM EST,Parents avec jeunes enfants,G2c1z6,Oui,Radio
2020/11/17 1:50:21 PM EST,Grands-parents,G1y3a4,Non,"Famille, amis, collègues (etc.)"
2020/11/17 2:05:36 PM EST,Parents avec jeunes enfants,G2g1n3,Non,"Famille, amis, collègues (etc.)"
2020/11/17 2:31:04 PM EST,Grands-parents,G3k2k8,Non,"Famille, amis, collègues (etc.)"
2020/11/17 2:34:26 PM EST,Grands-parents,G3a1y7,Non,"Famille, amis, collègues (etc.)"
2020/11/17 2:39:47 PM EST,Grands-parents,G3a2b9,Non,"Famille, amis, collègues (etc.)"
2020/11/17 2:59:49 PM EST,Parents avec jeunes enfants,G2a1a7,Non,"Famille, amis, collègues (etc.)"
2020/11/17 3:02:38 PM EST,Parents,G1y2b9,Non,TV
2020/11/17 3:23:45 PM EST,Grands-parents,G1p3y6,Non,"Famille, amis, collègues (etc.)"
2020/11/17 3:45:32 PM EST,Parents avec jeunes enfants,G1S 2A4,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:18:17 AM EST,Grands-parents,G3k2k8,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:18:41 AM EST,Parents avec jeunes enfants,G2c0h6,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:40:33 AM EST,Parents avec jeunes enfants,G0s2w0,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:44:43 AM EST,Grand tante,G1h7n9,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:50:29 AM EST,Parents avec jeunes enfants,G1S 2A4,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:51:13 AM EST,Grands-parents,G1K 5M8,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:51:54 AM EST,Parents avec jeunes enfants,G1K 1Y9,Non,"Famille, amis, collègues (etc.)"
2020/11/18 10:52:57 AM EST,Parents avec jeunes enfants,G0a2r0,Non,"Famille, amis, collègues (etc.)"
2020/11/18 11:01:58 AM EST,Madame,G2e4g8,Non,"Famille, amis, collègues (etc.)"
2020/11/18 11:09:05 AM EST,Grands-parents,G1y2c6,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/18 11:17:43 AM EST,Parents avec jeunes enfants,G0a1h0,Non,Radio
2020/11/18 11:34:38 AM EST,Parents avec jeunes enfants,G1x1v5,Non,"Famille, amis, collègues (etc.)"
2020/11/18 11:40:21 AM EST,Parents avec jeunes enfants,G2e2k8,Non,Fleurs de lys 
2020/11/18 11:52:43 AM EST,Grands-parents,G1x5e7,Oui,"Famille, amis, collègues (etc.)"
2020/11/18 12:01:48 PM EST,Parents avec jeunes enfants,G1K 1Y9,Non,"Famille, amis, collègues (etc.)"
2020/11/18 12:02:15 PM EST,Parents avec jeunes enfants,G1n3j8,Non,"Famille, amis, collègues (etc.)"
2020/11/18 12:02:51 PM EST,Parents avec jeunes enfants,G0a4a0,Non,"Famille, amis, collègues (etc.)"
2020/11/18 12:05:08 PM EST,Parents avec jeunes enfants,G6k0b2,Oui,"Famille, amis, collègues (etc.)"
2020/11/18 12:08:22 PM EST,Parents avec jeunes enfants,G7a3w8,Oui,"Famille, amis, collègues (etc.)"
2020/11/18 12:13:07 PM EST,Parents avec jeunes enfants,G1j2x7,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/18 12:16:31 PM EST,Parents avec jeunes enfants,G1x4x2,Non,"Famille, amis, collègues (etc.)"
2020/11/18 12:24:43 PM EST,Grands-parents,G2c1h5,Non,"Famille, amis, collègues (etc.)"
2020/11/18 12:39:02 PM EST,Sans enfant,G1N 2S4,Oui,"Famille, amis, collègues (etc.)"
2020/11/18 1:43:53 PM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G3a1c4,Non,"Famille, amis, collègues (etc.)"
2020/11/18 1:46:54 PM EST,Parents avec jeunes enfants,G6x2l4,Non,"Famille, amis, collègues (etc.)"
2020/11/18 1:50:31 PM EST,Grands-parents,G1m2n1,Oui,"Famille, amis, collègues (etc.)"
2020/11/18 1:55:55 PM EST,Parents avec jeunes enfants,G0r3n0,Oui,Radio
2020/11/18 2:07:07 PM EST,Grands-parents,G3h1w6,Non,"Famille, amis, collègues (etc.)"
2020/11/18 2:12:09 PM EST,Parents avec jeunes enfants,G3k0p4,Non,Radio
2020/11/18 2:43:30 PM EST,Parents avec jeunes enfants,G2b2w2,Non,"Famille, amis, collègues (etc.)"
2020/11/18 2:44:35 PM EST,Grands-parents,G2k2m5,Non,"Famille, amis, collègues (etc.)"
2020/11/18 2:55:13 PM EST,Grands-parents,G0a1l0,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/18 3:02:39 PM EST,Grands-parents,G1w2g8,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/18 3:11:48 PM EST,Parents avec jeunes enfants,G1m4b2,Non,"Famille, amis, collègues (etc.)"
2020/11/18 3:13:27 PM EST,Grands-parents,G1y3m3,Non,"Famille, amis, collègues (etc.)"
2020/11/18 3:19:48 PM EST,Grands-parents,G3k2a5,Non,"Famille, amis, collègues (etc.)"
2020/11/18 3:25:34 PM EST,Grands-parents,G1x4x8,Oui,Google 
2020/11/18 3:43:50 PM EST,Parents avec jeunes enfants,G6k1n2,Non,Fondation 
2020/11/19 10:22:49 AM EST,Grands-parents,G1w2g8,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/19 10:24:31 AM EST,Parents avec jeunes enfants,G2e2l2,Non,Livre 0 déchets 
2020/11/19 10:48:16 AM EST,Sans enfant,G1N 2S4,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 10:48:40 AM EST,Parents avec jeunes enfants,G6Z1T1,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/19 10:49:31 AM EST,Parents avec jeunes enfants,G1g1b5,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 11:05:14 AM EST,Parents avec jeunes enfants,G1m1v3,Non,"Famille, amis, collègues (etc.)"
2020/11/19 11:10:59 AM EST,Parents avec jeunes enfants,G1c0g8,Non,Radio
2020/11/19 11:17:18 AM EST,Parents avec jeunes enfants,G1h2n5,Non,"Famille, amis, collègues (etc.)"
2020/11/19 11:35:08 AM EST,Grands-parents,G1x4c9,Non,"Famille, amis, collègues (etc.)"
2020/11/19 11:37:32 AM EST,Parents avec jeunes enfants,G1c6j3,Non,"Famille, amis, collègues (etc.)"
2020/11/19 11:43:54 AM EST,Parents avec jeunes enfants,G3e1s5,Non,"Famille, amis, collègues (etc.)"
2020/11/19 11:58:24 AM EST,Parents avec jeunes enfants,G1l4b7,Non,"Famille, amis, collègues (etc.)"
2020/11/19 12:02:19 PM EST,Parents avec jeunes enfants,G7a3a6,Non,"Famille, amis, collègues (etc.)"
2020/11/19 12:06:50 PM EST,Grands-parents,G1j4a2,Non,TV
2020/11/19 12:11:30 PM EST,Grands-parents,G7a5k7,Non,"Famille, amis, collègues (etc.)"
2020/11/19 12:24:18 PM EST,Parents avec jeunes enfants,G3m0c2,Non,"Famille, amis, collègues (etc.)"
2020/11/19 12:25:36 PM EST,Parents,G3A2N4,Oui,En passant devant la bâtisse 
2020/11/19 12:32:41 PM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G1x4c7,Non,"Famille, amis, collègues (etc.)"
2020/11/19 12:37:13 PM EST,Parents avec jeunes enfants,G1x3t8,Non,"Famille, amis, collègues (etc.)"
2020/11/19 12:37:21 PM EST,Parents avec jeunes enfants,G3j1a5,Oui,Radio
2020/11/19 12:45:02 PM EST,Parents avec jeunes enfants,G0a3g0,Non,Richard Pearson
2020/11/19 1:57:28 PM EST,Parents avec jeunes enfants,G2k1a9,Non,"Famille, amis, collègues (etc.)"
2020/11/19 2:12:40 PM EST,Parents avec jeunes enfants,G0s3g0,Non,Garderie
2020/11/19 2:20:20 PM EST,Parents avec jeunes enfants,G1w1j8,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 2:23:49 PM EST,Parents avec jeunes enfants,G3k2b5,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/19 3:14:28 PM EST,Parents avec jeunes enfants,G1j3a4,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 3:34:06 PM EST,Parents avec jeunes enfants,G6y0n7,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:53:06 PM EST,Parents avec jeunes enfants,G1j2x7,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/19 3:53:06 PM EST,Parents avec jeunes enfants,G6k0b2,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 3:53:06 PM EST,Parents avec jeunes enfants,G1n3j8,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:53:07 PM EST,Parents avec jeunes enfants,G1K 1Y9,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:53:08 PM EST,Grands-parents,G1K 5M8,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:53:09 PM EST,Parents avec jeunes enfants,G1S 2A4,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:04 PM EST,Parents avec jeunes enfants,G6k1n2,Non,Fondation 
2020/11/19 3:54:05 PM EST,Grands-parents,G1x4x8,Oui,Google 
2020/11/19 3:54:05 PM EST,Grands-parents,G3k2a5,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:06 PM EST,Grands-parents,G1y3m3,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:06 PM EST,Parents avec jeunes enfants,G1m4b2,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:28 PM EST,Parents avec jeunes enfants,G3k0p4,Non,Radio
2020/11/19 3:54:29 PM EST,Grands-parents,G3h1w6,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:30 PM EST,Parents avec jeunes enfants,G0r3n0,Oui,Radio
2020/11/19 3:54:31 PM EST,Grands-parents,G1m2n1,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:33 PM EST,Parents avec jeunes enfants,G7a3w8,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:33 PM EST,Parents avec jeunes enfants,G0a4a0,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:35 PM EST,Grands-parents,G1x5e7,Oui,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:37 PM EST,Parents avec jeunes enfants,G2e2k8,Non,Fleurs de lys 
2020/11/19 3:54:38 PM EST,Parents,G1y2b9,Non,TV
2020/11/19 3:54:38 PM EST,Parents avec jeunes enfants,G0a2r0,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:39 PM EST,Parents avec jeunes enfants,G2a1a7,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:39 PM EST,Grand tante,G1h7n9,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:40 PM EST,Grands-parents,G3a2b9,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:40 PM EST,Parents avec jeunes enfants,G0s2w0,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:41 PM EST,Grands-parents,G3a1y7,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:41 PM EST,Parents avec jeunes enfants,G2c0h6,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:42 PM EST,Grands-parents,G3k2k8,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:42 PM EST,Parents avec jeunes enfants,G2g1n3,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:42 PM EST,Grands-parents,G1y3a4,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:43 PM EST,Parents avec jeunes enfants,G2c1z6,Oui,Radio
2020/11/19 3:54:43 PM EST,Parents avec jeunes enfants,G6v1t5,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:43 PM EST,Grands-parents,G3a2b2,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:44 PM EST,Grands-parents,G6w3h3,Oui,Journaux 
2020/11/19 3:54:44 PM EST,Parents avec jeunes enfants,G1m2m9,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:47 PM EST,Parents avec jeunes enfants,G2a2x5,Non,"Famille, amis, collègues (etc.)"
2020/11/19 3:54:49 PM EST,Grands-parents,G3a0m3,Non,"Famille, amis, collègues (etc.)"
